TEAM_ID|DIVISION|LEAGUE|PREFIX_1|PREFIX_2|TEAM|URL
Buffalo|Mid-American|college-football|2084|buffalo-bulls|Buffalo|http://www.espn.com/college-football/team/_/id/2084/buffalo-bulls
Central Michigan|Mid-American|college-football|2117|central-michigan-chippewas|Central Michigan|http://www.espn.com/college-football/team/_/id/2117/central-michigan-chippewas
Eastern Michigan|Mid-American|college-football|2199|eastern-michigan-eagles|Eastern Michigan|http://www.espn.com/college-football/team/_/id/2199/eastern-michigan-eagles
Kent State|Mid-American|college-football|2309|kent-state-golden-flashes|Kent State|http://www.espn.com/college-football/team/_/id/2309/kent-state-golden-flashes
Miami (OH)|Mid-American|college-football|193|miami-(oh)-redhawks|Miami (OH)|http://www.espn.com/college-football/team/_/id/193/miami-(oh)-redhawks
Northern Illinois|Mid-American|college-football|2459|northern-illinois-huskies|Northern Illinois|http://www.espn.com/college-football/team/_/id/2459/northern-illinois-huskies
Ohio|Mid-American|college-football|195|ohio-bobcats|Ohio|http://www.espn.com/college-football/team/_/id/195/ohio-bobcats
Toledo|Mid-American|college-football|2649|toledo-rockets|Toledo|http://www.espn.com/college-football/team/_/id/2649/toledo-rockets
Western Michigan|Mid-American|college-football|2711|western-michigan-broncos|Western Michigan|http://www.espn.com/college-football/team/_/id/2711/western-michigan-broncos
Air Force|Mountain West|college-football|2005|air-force-falcons|Air Force|http://www.espn.com/college-football/team/_/id/2005/air-force-falcons
Boise State|Mountain West|college-football|68|boise-state-broncos|Boise State|http://www.espn.com/college-football/team/_/id/68/boise-state-broncos
Colorado State|Mountain West|college-football|36|colorado-state-rams|Colorado State|http://www.espn.com/college-football/team/_/id/36/colorado-state-rams
Fresno State|Mountain West|college-football|278|fresno-state-bulldogs|Fresno State|http://www.espn.com/college-football/team/_/id/278/fresno-state-bulldogs
Hawai'i|Mountain West|college-football|62|hawai'i-rainbow-warriors|Hawai'i|http://www.espn.com/college-football/team/_/id/62/hawai'i-rainbow-warriors
Nevada|Mountain West|college-football|2440|nevada-wolf-pack|Nevada|http://www.espn.com/college-football/team/_/id/2440/nevada-wolf-pack
New Mexico|Mountain West|college-football|167|new-mexico-lobos|New Mexico|http://www.espn.com/college-football/team/_/id/167/new-mexico-lobos
San Diego State|Mountain West|college-football|21|san-diego-state-aztecs|San Diego State|http://www.espn.com/college-football/team/_/id/21/san-diego-state-aztecs
San Jose State|Mountain West|college-football|23|san-jose-state-spartans|San Jose State|http://www.espn.com/college-football/team/_/id/23/san-jose-state-spartans
UNLV|Mountain West|college-football|2439|unlv-rebels|UNLV|http://www.espn.com/college-football/team/_/id/2439/unlv-rebels
Utah State|Mountain West|college-football|328|utah-state-aggies|Utah State|http://www.espn.com/college-football/team/_/id/328/utah-state-aggies
Wyoming|Mountain West|college-football|2751|wyoming-cowboys|Wyoming|http://www.espn.com/college-football/team/_/id/2751/wyoming-cowboys
Arizona|Pac-12|college-football|12|arizona-wildcats|Arizona|http://www.espn.com/college-football/team/_/id/12/arizona-wildcats
Arizona State|Pac-12|college-football|9|arizona-state-sun-devils|Arizona State|http://www.espn.com/college-football/team/_/id/9/arizona-state-sun-devils
California|Pac-12|college-football|25|california-golden-bears|California|http://www.espn.com/college-football/team/_/id/25/california-golden-bears
Colorado|Pac-12|college-football|38|colorado-buffaloes|Colorado|http://www.espn.com/college-football/team/_/id/38/colorado-buffaloes
Oregon|Pac-12|college-football|2483|oregon-ducks|Oregon|http://www.espn.com/college-football/team/_/id/2483/oregon-ducks
Oregon State|Pac-12|college-football|204|oregon-state-beavers|Oregon State|http://www.espn.com/college-football/team/_/id/204/oregon-state-beavers
Stanford|Pac-12|college-football|24|stanford-cardinal|Stanford|http://www.espn.com/college-football/team/_/id/24/stanford-cardinal
UCLA|Pac-12|college-football|26|ucla-bruins|UCLA|http://www.espn.com/college-football/team/_/id/26/ucla-bruins
USC|Pac-12|college-football|30|usc-trojans|USC|http://www.espn.com/college-football/team/_/id/30/usc-trojans
Utah|Pac-12|college-football|254|utah-utes|Utah|http://www.espn.com/college-football/team/_/id/254/utah-utes
Washington|Pac-12|college-football|264|washington-huskies|Washington|http://www.espn.com/college-football/team/_/id/264/washington-huskies
Washington State|Pac-12|college-football|265|washington-state-cougars|Washington State|http://www.espn.com/college-football/team/_/id/265/washington-state-cougars
Alabama|SEC|college-football|333|alabama-crimson-tide|Alabama|http://www.espn.com/college-football/team/_/id/333/alabama-crimson-tide
Arkansas|SEC|college-football|8|arkansas-razorbacks|Arkansas|http://www.espn.com/college-football/team/_/id/8/arkansas-razorbacks
Auburn|SEC|college-football|2|auburn-tigers|Auburn|http://www.espn.com/college-football/team/_/id/2/auburn-tigers
Florida|SEC|college-football|57|florida-gators|Florida|http://www.espn.com/college-football/team/_/id/57/florida-gators
Georgia|SEC|college-football|61|georgia-bulldogs|Georgia|http://www.espn.com/college-football/team/_/id/61/georgia-bulldogs
Kentucky|SEC|college-football|96|kentucky-wildcats|Kentucky|http://www.espn.com/college-football/team/_/id/96/kentucky-wildcats
LSU|SEC|college-football|99|lsu-tigers|LSU|http://www.espn.com/college-football/team/_/id/99/lsu-tigers
Mississippi State|SEC|college-football|344|mississippi-state-bulldogs|Mississippi State|http://www.espn.com/college-football/team/_/id/344/mississippi-state-bulldogs
Missouri|SEC|college-football|142|missouri-tigers|Missouri|http://www.espn.com/college-football/team/_/id/142/missouri-tigers
Ole Miss|SEC|college-football|145|ole-miss-rebels|Ole Miss|http://www.espn.com/college-football/team/_/id/145/ole-miss-rebels
South Carolina|SEC|college-football|2579|south-carolina-gamecocks|South Carolina|http://www.espn.com/college-football/team/_/id/2579/south-carolina-gamecocks
Tennessee|SEC|college-football|2633|tennessee-volunteers|Tennessee|http://www.espn.com/college-football/team/_/id/2633/tennessee-volunteers
Texas A&M;|SEC|college-football|245|texas-a%26m-aggies|Texas A&M;|http://www.espn.com/college-football/team/_/id/245/texas-a%26m-aggies
Vanderbilt|SEC|college-football|238|vanderbilt-commodores|Vanderbilt|http://www.espn.com/college-football/team/_/id/238/vanderbilt-commodores
Appalachian State|Sun Belt|college-football|2026|appalachian-state-mountaineers|Appalachian State|http://www.espn.com/college-football/team/_/id/2026/appalachian-state-mountaineers
Arkansas State|Sun Belt|college-football|2032|arkansas-state-red-wolves|Arkansas State|http://www.espn.com/college-football/team/_/id/2032/arkansas-state-red-wolves
Coastal Carolina|Sun Belt|college-football|324|coastal-carolina-chanticleers|Coastal Carolina|http://www.espn.com/college-football/team/_/id/324/coastal-carolina-chanticleers
Georgia Southern|Sun Belt|college-football|290|georgia-southern-eagles|Georgia Southern|http://www.espn.com/college-football/team/_/id/290/georgia-southern-eagles
Georgia State|Sun Belt|college-football|2247|georgia-state-panthers|Georgia State|http://www.espn.com/college-football/team/_/id/2247/georgia-state-panthers
Idaho|Sun Belt|college-football|70|idaho-vandals|Idaho|http://www.espn.com/college-football/team/_/id/70/idaho-vandals
Louisiana|Sun Belt|college-football|309|louisiana-ragin'-cajuns|Louisiana|http://www.espn.com/college-football/team/_/id/309/louisiana-ragin'-cajuns
Louisiana Monroe|Sun Belt|college-football|2433|louisiana-monroe-warhawks|Louisiana Monroe|http://www.espn.com/college-football/team/_/id/2433/louisiana-monroe-warhawks
New Mexico State|Sun Belt|college-football|166|new-mexico-state-aggies|New Mexico State|http://www.espn.com/college-football/team/_/id/166/new-mexico-state-aggies
South Alabama|Sun Belt|college-football|6|south-alabama-jaguars|South Alabama|http://www.espn.com/college-football/team/_/id/6/south-alabama-jaguars
Texas State|Sun Belt|college-football|326|texas-state-bobcats|Texas State|http://www.espn.com/college-football/team/_/id/326/texas-state-bobcats
Troy|Sun Belt|college-football|2653|troy-trojans|Troy|http://www.espn.com/college-football/team/_/id/2653/troy-trojans
Cal Poly|Big Sky|college-football|13|cal-poly-mustangs|Cal Poly|http://www.espn.com/college-football/team/_/id/13/cal-poly-mustangs
Eastern Washington|Big Sky|college-football|331|eastern-washington-eagles|Eastern Washington|http://www.espn.com/college-football/team/_/id/331/eastern-washington-eagles
Idaho State|Big Sky|college-football|304|idaho-state-bengals|Idaho State|http://www.espn.com/college-football/team/_/id/304/idaho-state-bengals
Montana|Big Sky|college-football|149|montana-grizzlies|Montana|http://www.espn.com/college-football/team/_/id/149/montana-grizzlies
Montana State|Big Sky|college-football|147|montana-state-bobcats|Montana State|http://www.espn.com/college-football/team/_/id/147/montana-state-bobcats
North Dakota|Big Sky|college-football|155|north-dakota-fighting-hawks|North Dakota|http://www.espn.com/college-football/team/_/id/155/north-dakota-fighting-hawks
Northern Arizona|Big Sky|college-football|2464|northern-arizona-lumberjacks|Northern Arizona|http://www.espn.com/college-football/team/_/id/2464/northern-arizona-lumberjacks
Northern Colorado|Big Sky|college-football|2458|northern-colorado-bears|Northern Colorado|http://www.espn.com/college-football/team/_/id/2458/northern-colorado-bears
Portland State|Big Sky|college-football|2502|portland-state-vikings|Portland State|http://www.espn.com/college-football/team/_/id/2502/portland-state-vikings
Sacramento State|Big Sky|college-football|16|sacramento-state-hornets|Sacramento State|http://www.espn.com/college-football/team/_/id/16/sacramento-state-hornets
Southern Utah|Big Sky|college-football|253|southern-utah-thunderbirds|Southern Utah|http://www.espn.com/college-football/team/_/id/253/southern-utah-thunderbirds
UC Davis|Big Sky|college-football|302|uc-davis-aggies|UC Davis|http://www.espn.com/college-football/team/_/id/302/uc-davis-aggies
Weber State|Big Sky|college-football|2692|weber-state-wildcats|Weber State|http://www.espn.com/college-football/team/_/id/2692/weber-state-wildcats
Charleston Southern|Big South|college-football|2127|charleston-southern-buccaneers|Charleston Southern|http://www.espn.com/college-football/team/_/id/2127/charleston-southern-buccaneers
Gardner-Webb|Big South|college-football|2241|gardner-webb-bulldogs|Gardner-Webb|http://www.espn.com/college-football/team/_/id/2241/gardner-webb-bulldogs
Kennesaw State|Big South|college-football|338|kennesaw-state-owls|Kennesaw State|http://www.espn.com/college-football/team/_/id/338/kennesaw-state-owls
Liberty|Big South|college-football|2335|liberty-flames|Liberty|http://www.espn.com/college-football/team/_/id/2335/liberty-flames
Monmouth|Big South|college-football|2405|monmouth-hawks|Monmouth|http://www.espn.com/college-football/team/_/id/2405/monmouth-hawks
Presbyterian College|Big South|college-football|2506|presbyterian-college-blue-hose|Presbyterian College|http://www.espn.com/college-football/team/_/id/2506/presbyterian-college-blue-hose
Albany|CAA|college-football|399|albany-great-danes|Albany|http://www.espn.com/college-football/team/_/id/399/albany-great-danes
Delaware|CAA|college-football|48|delaware-blue-hens|Delaware|http://www.espn.com/college-football/team/_/id/48/delaware-blue-hens
Elon|CAA|college-football|2210|elon-phoenix|Elon|http://www.espn.com/college-football/team/_/id/2210/elon-phoenix
James Madison|CAA|college-football|256|james-madison-dukes|James Madison|http://www.espn.com/college-football/team/_/id/256/james-madison-dukes
Maine|CAA|college-football|311|maine-black-bears|Maine|http://www.espn.com/college-football/team/_/id/311/maine-black-bears
New Hampshire|CAA|college-football|160|new-hampshire-wildcats|New Hampshire|http://www.espn.com/college-football/team/_/id/160/new-hampshire-wildcats
Rhode Island|CAA|college-football|227|rhode-island-rams|Rhode Island|http://www.espn.com/college-football/team/_/id/227/rhode-island-rams
Richmond|CAA|college-football|257|richmond-spiders|Richmond|http://www.espn.com/college-football/team/_/id/257/richmond-spiders
Stony Brook|CAA|college-football|2619|stony-brook-seawolves|Stony Brook|http://www.espn.com/college-football/team/_/id/2619/stony-brook-seawolves
Towson|CAA|college-football|119|towson-tigers|Towson|http://www.espn.com/college-football/team/_/id/119/towson-tigers
Villanova|CAA|college-football|222|villanova-wildcats|Villanova|http://www.espn.com/college-football/team/_/id/222/villanova-wildcats
William & Mary|CAA|college-football|2729|william-%26-mary-tribe|William & Mary|http://www.espn.com/college-football/team/_/id/2729/william-%26-mary-tribe
Brown|Ivy|college-football|225|brown-bears|Brown|http://www.espn.com/college-football/team/_/id/225/brown-bears
Columbia|Ivy|college-football|171|columbia-lions|Columbia|http://www.espn.com/college-football/team/_/id/171/columbia-lions
Cornell|Ivy|college-football|172|cornell-big-red|Cornell|http://www.espn.com/college-football/team/_/id/172/cornell-big-red
Dartmouth|Ivy|college-football|159|dartmouth-big-green|Dartmouth|http://www.espn.com/college-football/team/_/id/159/dartmouth-big-green
Harvard|Ivy|college-football|108|harvard-crimson|Harvard|http://www.espn.com/college-football/team/_/id/108/harvard-crimson
Pennsylvania|Ivy|college-football|219|pennsylvania-quakers|Pennsylvania|http://www.espn.com/college-football/team/_/id/219/pennsylvania-quakers
Princeton|Ivy|college-football|163|princeton-tigers|Princeton|http://www.espn.com/college-football/team/_/id/163/princeton-tigers
Yale|Ivy|college-football|43|yale-bulldogs|Yale|http://www.espn.com/college-football/team/_/id/43/yale-bulldogs
Bethune-Cookman|MEAC|college-football|2065|bethune-cookman-wildcats|Bethune-Cookman|http://www.espn.com/college-football/team/_/id/2065/bethune-cookman-wildcats
Delaware State|MEAC|college-football|2169|delaware-state-hornets|Delaware State|http://www.espn.com/college-football/team/_/id/2169/delaware-state-hornets
Florida A&M;|MEAC|college-football|50|florida-a%26m-rattlers|Florida A&M;|http://www.espn.com/college-football/team/_/id/50/florida-a%26m-rattlers
Hampton|MEAC|college-football|2261|hampton-pirates|Hampton|http://www.espn.com/college-football/team/_/id/2261/hampton-pirates
Howard|MEAC|college-football|47|howard-bison|Howard|http://www.espn.com/college-football/team/_/id/47/howard-bison
Morgan State|MEAC|college-football|2415|morgan-state-bears|Morgan State|http://www.espn.com/college-football/team/_/id/2415/morgan-state-bears
Norfolk State|MEAC|college-football|2450|norfolk-state-spartans|Norfolk State|http://www.espn.com/college-football/team/_/id/2450/norfolk-state-spartans
North Carolina A&T;|MEAC|college-football|2448|north-carolina-a%26t-aggies|North Carolina A&T;|http://www.espn.com/college-football/team/_/id/2448/north-carolina-a%26t-aggies
North Carolina Central|MEAC|college-football|2428|north-carolina-central-eagles|North Carolina Central|http://www.espn.com/college-football/team/_/id/2428/north-carolina-central-eagles
Savannah State|MEAC|college-football|2542|savannah-state-tigers|Savannah State|http://www.espn.com/college-football/team/_/id/2542/savannah-state-tigers
South Carolina State|MEAC|college-football|2569|south-carolina-state-bulldogs|South Carolina State|http://www.espn.com/college-football/team/_/id/2569/south-carolina-state-bulldogs
Illinois State|Missouri Valley|college-football|2287|illinois-state-redbirds|Illinois State|http://www.espn.com/college-football/team/_/id/2287/illinois-state-redbirds
Indiana State|Missouri Valley|college-football|282|indiana-state-sycamores|Indiana State|http://www.espn.com/college-football/team/_/id/282/indiana-state-sycamores
Missouri State|Missouri Valley|college-football|2623|missouri-state-bears|Missouri State|http://www.espn.com/college-football/team/_/id/2623/missouri-state-bears
North Dakota State|Missouri Valley|college-football|2449|north-dakota-state-bison|North Dakota State|http://www.espn.com/college-football/team/_/id/2449/north-dakota-state-bison
Northern Iowa|Missouri Valley|college-football|2460|northern-iowa-panthers|Northern Iowa|http://www.espn.com/college-football/team/_/id/2460/northern-iowa-panthers
South Dakota|Missouri Valley|college-football|233|south-dakota-coyotes|South Dakota|http://www.espn.com/college-football/team/_/id/233/south-dakota-coyotes
South Dakota State|Missouri Valley|college-football|2571|south-dakota-state-jackrabbits|South Dakota State|http://www.espn.com/college-football/team/_/id/2571/south-dakota-state-jackrabbits
Southern Illinois|Missouri Valley|college-football|79|southern-illinois-salukis|Southern Illinois|http://www.espn.com/college-football/team/_/id/79/southern-illinois-salukis
Western Illinois|Missouri Valley|college-football|2710|western-illinois-leathernecks|Western Illinois|http://www.espn.com/college-football/team/_/id/2710/western-illinois-leathernecks
Youngstown State|Missouri Valley|college-football|2754|youngstown-state-penguins|Youngstown State|http://www.espn.com/college-football/team/_/id/2754/youngstown-state-penguins
Bryant|Northeast|college-football|2803|bryant-bulldogs|Bryant|http://www.espn.com/college-football/team/_/id/2803/bryant-bulldogs
Central Connecticut|Northeast|college-football|2115|central-connecticut-blue-devils|Central Connecticut|http://www.espn.com/college-football/team/_/id/2115/central-connecticut-blue-devils
Duquesne|Northeast|college-football|2184|duquesne-dukes|Duquesne|http://www.espn.com/college-football/team/_/id/2184/duquesne-dukes
Robert Morris|Northeast|college-football|2523|robert-morris-colonials|Robert Morris|http://www.espn.com/college-football/team/_/id/2523/robert-morris-colonials
Sacred Heart|Northeast|college-football|2529|sacred-heart-pioneers|Sacred Heart|http://www.espn.com/college-football/team/_/id/2529/sacred-heart-pioneers
St Francis (PA)|Northeast|college-football|2598|st-francis-(pa)-red-flash|St Francis (PA)|http://www.espn.com/college-football/team/_/id/2598/st-francis-(pa)-red-flash
Wagner|Northeast|college-football|2681|wagner-seahawks|Wagner|http://www.espn.com/college-football/team/_/id/2681/wagner-seahawks
Austin Peay|Ohio Valley|college-football|2046|austin-peay-governors|Austin Peay|http://www.espn.com/college-football/team/_/id/2046/austin-peay-governors
Eastern Illinois|Ohio Valley|college-football|2197|eastern-illinois-panthers|Eastern Illinois|http://www.espn.com/college-football/team/_/id/2197/eastern-illinois-panthers
Eastern Kentucky|Ohio Valley|college-football|2198|eastern-kentucky-colonels|Eastern Kentucky|http://www.espn.com/college-football/team/_/id/2198/eastern-kentucky-colonels
Jacksonville State|Ohio Valley|college-football|55|jacksonville-state-gamecocks|Jacksonville State|http://www.espn.com/college-football/team/_/id/55/jacksonville-state-gamecocks
Murray State|Ohio Valley|college-football|93|murray-state-racers|Murray State|http://www.espn.com/college-football/team/_/id/93/murray-state-racers
Southeast Missouri State|Ohio Valley|college-football|2546|southeast-missouri-state-redhawks|Southeast Missouri State|http://www.espn.com/college-football/team/_/id/2546/southeast-missouri-state-redhawks
Tennessee State|Ohio Valley|college-football|2634|tennessee-state-tigers|Tennessee State|http://www.espn.com/college-football/team/_/id/2634/tennessee-state-tigers
Tennessee Tech|Ohio Valley|college-football|2635|tennessee-tech-golden-eagles|Tennessee Tech|http://www.espn.com/college-football/team/_/id/2635/tennessee-tech-golden-eagles
UT Martin|Ohio Valley|college-football|2630|ut-martin-skyhawks|UT Martin|http://www.espn.com/college-football/team/_/id/2630/ut-martin-skyhawks
Bucknell|Patriot League|college-football|2083|bucknell-bison|Bucknell|http://www.espn.com/college-football/team/_/id/2083/bucknell-bison
Colgate|Patriot League|college-football|2142|colgate-raiders|Colgate|http://www.espn.com/college-football/team/_/id/2142/colgate-raiders
Fordham|Patriot League|college-football|2230|fordham-rams|Fordham|http://www.espn.com/college-football/team/_/id/2230/fordham-rams
Georgetown|Patriot League|college-football|46|georgetown-hoyas|Georgetown|http://www.espn.com/college-football/team/_/id/46/georgetown-hoyas
Holy Cross|Patriot League|college-football|107|holy-cross-crusaders|Holy Cross|http://www.espn.com/college-football/team/_/id/107/holy-cross-crusaders
Lafayette|Patriot League|college-football|322|lafayette-leopards|Lafayette|http://www.espn.com/college-football/team/_/id/322/lafayette-leopards
Lehigh|Patriot League|college-football|2329|lehigh-mountain-hawks|Lehigh|http://www.espn.com/college-football/team/_/id/2329/lehigh-mountain-hawks
Butler|Pioneer|college-football|2086|butler-bulldogs|Butler|http://www.espn.com/college-football/team/_/id/2086/butler-bulldogs
Campbell|Pioneer|college-football|2097|campbell-camels|Campbell|http://www.espn.com/college-football/team/_/id/2097/campbell-camels
Davidson|Pioneer|college-football|2166|davidson-wildcats|Davidson|http://www.espn.com/college-football/team/_/id/2166/davidson-wildcats
Dayton|Pioneer|college-football|2168|dayton-flyers|Dayton|http://www.espn.com/college-football/team/_/id/2168/dayton-flyers
Drake|Pioneer|college-football|2181|drake-bulldogs|Drake|http://www.espn.com/college-football/team/_/id/2181/drake-bulldogs
Jacksonville|Pioneer|college-football|294|jacksonville-dolphins|Jacksonville|http://www.espn.com/college-football/team/_/id/294/jacksonville-dolphins
Marist|Pioneer|college-football|2368|marist-red-foxes|Marist|http://www.espn.com/college-football/team/_/id/2368/marist-red-foxes
Morehead State|Pioneer|college-football|2413|morehead-state-eagles|Morehead State|http://www.espn.com/college-football/team/_/id/2413/morehead-state-eagles
San Diego|Pioneer|college-football|301|san-diego-toreros|San Diego|http://www.espn.com/college-football/team/_/id/301/san-diego-toreros
Stetson|Pioneer|college-football|56|stetson-hatters|Stetson|http://www.espn.com/college-football/team/_/id/56/stetson-hatters
Valparaiso|Pioneer|college-football|2674|valparaiso-crusaders|Valparaiso|http://www.espn.com/college-football/team/_/id/2674/valparaiso-crusaders
Chattanooga|Southern|college-football|236|chattanooga-mocs|Chattanooga|http://www.espn.com/college-football/team/_/id/236/chattanooga-mocs
East Tennessee State|Southern|college-football|2193|east-tennessee-state-buccaneers|East Tennessee State|http://www.espn.com/college-football/team/_/id/2193/east-tennessee-state-buccaneers
Furman|Southern|college-football|231|furman-paladins|Furman|http://www.espn.com/college-football/team/_/id/231/furman-paladins
Mercer|Southern|college-football|2382|mercer-bears|Mercer|http://www.espn.com/college-football/team/_/id/2382/mercer-bears
Samford|Southern|college-football|2535|samford-bulldogs|Samford|http://www.espn.com/college-football/team/_/id/2535/samford-bulldogs
The Citadel|Southern|college-football|2643|the-citadel-bulldogs|The Citadel|http://www.espn.com/college-football/team/_/id/2643/the-citadel-bulldogs
VMI|Southern|college-football|2678|vmi-keydets|VMI|http://www.espn.com/college-football/team/_/id/2678/vmi-keydets
Western Carolina|Southern|college-football|2717|western-carolina-catamounts|Western Carolina|http://www.espn.com/college-football/team/_/id/2717/western-carolina-catamounts
Wofford|Southern|college-football|2747|wofford-terriers|Wofford|http://www.espn.com/college-football/team/_/id/2747/wofford-terriers
Abilene Christian|Southland|college-football|2000|abilene-christian-wildcats|Abilene Christian|http://www.espn.com/college-football/team/_/id/2000/abilene-christian-wildcats
Central Arkansas|Southland|college-football|2110|central-arkansas-bears|Central Arkansas|http://www.espn.com/college-football/team/_/id/2110/central-arkansas-bears
Houston Baptist|Southland|college-football|2277|houston-baptist-huskies|Houston Baptist|http://www.espn.com/college-football/team/_/id/2277/houston-baptist-huskies
Incarnate Word|Southland|college-football|2916|incarnate-word-cardinals|Incarnate Word|http://www.espn.com/college-football/team/_/id/2916/incarnate-word-cardinals
Lamar|Southland|college-football|2320|lamar-cardinals|Lamar|http://www.espn.com/college-football/team/_/id/2320/lamar-cardinals
McNeese|Southland|college-football|2377|mcneese-cowboys|McNeese|http://www.espn.com/college-football/team/_/id/2377/mcneese-cowboys
Nicholls|Southland|college-football|2447|nicholls-colonels|Nicholls|http://www.espn.com/college-football/team/_/id/2447/nicholls-colonels
Northwestern State|Southland|college-football|2466|northwestern-state-demons|Northwestern State|http://www.espn.com/college-football/team/_/id/2466/northwestern-state-demons
Sam Houston State|Southland|college-football|2534|sam-houston-state-bearkats|Sam Houston State|http://www.espn.com/college-football/team/_/id/2534/sam-houston-state-bearkats
Southeastern Louisiana|Southland|college-football|2545|southeastern-louisiana-lions|Southeastern Louisiana|http://www.espn.com/college-football/team/_/id/2545/southeastern-louisiana-lions
Stephen F. Austin|Southland|college-football|2617|stephen-f.-austin-lumberjacks|Stephen F. Austin|http://www.espn.com/college-football/team/_/id/2617/stephen-f.-austin-lumberjacks
Alabama A&M;|SWAC|college-football|2010|alabama-a%26m-bulldogs|Alabama A&M;|http://www.espn.com/college-football/team/_/id/2010/alabama-a%26m-bulldogs
Alabama State|SWAC|college-football|2011|alabama-state-hornets|Alabama State|http://www.espn.com/college-football/team/_/id/2011/alabama-state-hornets
Alcorn State|SWAC|college-football|2016|alcorn-state-braves|Alcorn State|http://www.espn.com/college-football/team/_/id/2016/alcorn-state-braves
Arkansas-Pine Bluff|SWAC|college-football|2029|arkansas-pine-bluff-golden-lions|Arkansas-Pine Bluff|http://www.espn.com/college-football/team/_/id/2029/arkansas-pine-bluff-golden-lions
Grambling|SWAC|college-football|2755|grambling-tigers|Grambling|http://www.espn.com/college-football/team/_/id/2755/grambling-tigers
Jackson State|SWAC|college-football|2296|jackson-state-tigers|Jackson State|http://www.espn.com/college-football/team/_/id/2296/jackson-state-tigers
Mississippi Valley State|SWAC|college-football|2400|mississippi-valley-state-delta-devils|Mississippi Valley State|http://www.espn.com/college-football/team/_/id/2400/mississippi-valley-state-delta-devils
Prairie View|SWAC|college-football|2504|prairie-view-panthers|Prairie View|http://www.espn.com/college-football/team/_/id/2504/prairie-view-panthers
Southern|SWAC|college-football|2582|southern-jaguars|Southern|http://www.espn.com/college-football/team/_/id/2582/southern-jaguars
Texas Southern|SWAC|college-football|2640|texas-southern-tigers|Texas Southern|http://www.espn.com/college-football/team/_/id/2640/texas-southern-tigers
